1,win,3.24845814704895,800,ab
2,win,16.006239891052246,1500,ab
3,win,10.621633529663086,2500,ab
4,win,22.055134057998657,3500,ab
5,win,17.07241654396057,4500,ab
6,win,9.863730907440186,5600,ab
7,win,21.67794179916382,6700,ab
8,win,7.849857330322266,7700,ab
1,win,16.96809458732605,900,ab
2,win,8.875263929367065,1400,ab
3,win,15.585206270217896,2500,ab
4,win,16.165859937667847,3700,ab
5,win,8.610049962997437,4800,ab
6,win,19.6809241771698,5600,ab
7,win,20.637243032455444,6600,ab
1,win,16.753600597381592,1200,ab
2,win,19.79220199584961,2100,ab
3,win,8.810160875320435,3000,ab
4,win,25.214338302612305,3800,ab
5,win,16.50388789176941,4600,ab
6,win,20.00740694999695,5500,ab
7,win,10.222281455993652,6500,ab
8,win,4.148391485214233,7400,ab
9,win,16.796010732650757,8400,ab
10,win,7.131073474884033,9300,ab
11,win,14.347683191299438,10200,ab
12,win,8.59226369857788,11400,ab
13,win,19.380192279815674,12200,ab
14,win,15.56742000579834,13200,ab
15,win,7.018200159072876,14100,ab
16,win,19.657516956329346,15100,ab
17,win,16.080541849136353,16000,ab
18,win,7.231747388839722,16800,ab
19,lose,26.3574118614197,17500,ab
1,win,16.0951144695282,1100,ab
2,win,18.859991312026978,2200,ab
3,win,21.26655864715576,3300,ab
4,win,15.279881000518799,4400,ab
5,win,5.888465166091919,5100,ab
6,win,14.550103902816772,6200,ab
7,win,10.415181636810303,7200,ab
8,win,6.2822425365448,8300,ab
9,win,21.18120813369751,8800,ab
10,win,19.2845401763916,9700,ab
11,win,23.975457429885864,10600,ab
12,win,21.324987649917603,11400,ab
13,win,8.523428440093994,12400,ab
14,win,13.761707544326782,13300,ab
15,win,9.929285287857056,14200,ab
16,win,14.941077947616577,14900,ab
17,win,14.794283151626587,16000,ab
18,win,5.069900274276733,16800,ab
19,win,1.312401294708252,17400,ab
20,win,16.82382035255432,18300,ab
21,win,8.088409423828125,19200,ab
22,win,14.74410605430603,20300,ab
23,win,10.198142766952515,21500,ab
24,win,22.297489643096924,22600,ab
25,win,14.875354290008545,23600,ab
26,win,19.79255723953247,24700,ab
27,win,8.450980424880981,25600,ab
28,win,15.463672161102295,26500,ab
29,win,8.27821397781372,27300,ab
30,win,26.920212984085083,28400,ab
31,win,18.84763193130493,29400,ab
32,win,13.868804454803467,30300,ab
33,win,4.319565296173096,31000,ab
34,win,14.649942636489868,31600,ab
35,lose,12.2076630592346,32300,ab
1,win,16.37340021133423,1000,ab
2,win,7.842613697052002,1900,ab
3,win,20.290119171142578,2800,ab
4,win,9.47063159942627,3900,ab
5,win,18.854358911514282,4800,ab
6,win,9.022130489349365,5800,ab
7,win,18.289645671844482,6700,ab
8,win,8.868497371673584,7400,ab
9,win,16.417198657989502,8300,ab
10,win,8.70363450050354,9200,ab
11,win,17.07549262046814,10200,ab
12,win,21.204897165298462,11100,ab
13,win,7.231170177459717,12100,ab
14,win,1.6691906452178955,13100,ab
15,win,16.706912755966187,14000,ab
16,win,10.112884998321533,14900,ab
17,win,29.7076518535614,15500,ab
18,win,7.960242509841919,16300,ab
19,win,16.189826250076294,17000,ab
20,win,7.522221088409424,17600,ab
21,lose,6.4237539768219,17800,ab
1,win,5.062805891036987,900,emm
2,win,6.958074569702148,1700,emm
3,win,13.211061239242554,2300,emm
4,win,20.198721885681152,3400,emm
5,win,14.612633466720581,4600,emm
6,win,13.178645372390747,5700,emm
7,win,9.357787609100342,6700,emm
8,win,16.4550883769989,7500,emm
1,win,37.139039278030396,1000,emm
2,win,12.387345314025879,1900,emm
3,win,14.772809028625488,3000,emm
4,win,12.300987958908081,3900,emm
5,win,13.038942813873291,4600,emm
6,win,9.883241891860962,5500,emm
7,win,23.92271900177002,6500,emm
8,win,15.552220821380615,7500,emm
9,win,12.476046562194824,8600,emm
10,win,13.211194515228271,9600,emm
11,win,10.059704303741455,10400,emm
12,win,22.3138689994812,11200,emm
13,win,15.129359245300293,11900,emm
14,win,13.37075138092041,12700,emm
15,win,12.236122846603394,13500,emm
16,win,9.376909017562866,14400,emm
17,win,4.230343341827393,15200,emm
18,win,22.190542459487915,16300,emm
19,win,12.665986776351929,17300,emm
20,win,8.289130687713623,18200,emm
21,win,3.3503148555755615,19000,emm
22,win,14.802688837051392,19900,emm
23,win,10.18893814086914,20800,emm
24,win,5.487174987792969,22000,emm
25,win,16.906864166259766,23200,emm
26,win,20.318870782852173,24000,emm
27,win,11.280332326889038,25000,emm
28,win,16.0560200214386,26000,emm
29,win,9.284838199615479,27100,emm
30,win,11.560742139816284,28200,emm
31,win,9.659002304077148,29400,emm
32,win,11.257402181625366,30200,emm
33,win,9.455347061157227,30900,emm
34,win,13.176114082336426,31700,emm
35,win,12.393154382705688,32400,emm
36,win,12.733660697937012,33200,emm
37,win,10.850080490112305,34000,emm
38,win,14.947110652923584,35200,emm
39,win,10.140254735946655,36000,emm
40,win,14.654897689819336,36600,emm
41,win,27.933074712753296,37400,emm
42,win,13.744565963745117,38000,emm
43,win,10.731535911560059,39100,emm
44,win,23.398569583892822,40000,emm
45,lose,0.1874537467956543,40000,emm
1,win,15.769249439239502,1100,emm
2,win,13.619224786758423,2200,emm
3,win,14.562233924865723,3200,emm
4,win,13.624384880065918,4400,emm
5,win,14.696772575378418,5200,emm
6,win,15.303339719772339,6000,emm
7,win,8.726461172103882,6500,emm
8,win,13.314863204956055,7600,emm
9,win,10.116337537765503,8400,emm
10,win,22.515618085861206,9200,emm
11,win,13.895985841751099,10000,emm
12,win,11.517716646194458,10800,emm
13,win,8.721438646316528,11900,emm
14,win,12.549845933914185,12400,emm
15,win,13.693216800689697,13200,emm
16,win,16.13128685951233,14200,emm
17,win,10.974628448486328,14900,emm
18,win,23.66850256919861,15700,emm
19,win,14.133677959442139,16500,emm
20,win,11.334401845932007,17300,emm
21,win,3.9787580966949463,18100,emm
22,win,21.794304370880127,19000,emm
23,win,16.822081089019775,20000,emm
24,win,12.080167293548584,21100,emm
25,win,13.740766048431396,21800,emm
26,win,12.98754596710205,22700,emm
27,win,27.855180501937866,23600,emm
28,win,17.808613300323486,24500,emm
29,win,12.67996096611023,25300,emm
30,win,9.675843000411987,26000,emm
31,win,13.317620754241943,26600,emm
32,win,9.539570093154907,27600,emm
33,win,6.286933422088623,28300,emm
34,win,6.803974390029907,29400,emm
35,win,18.63427448272705,30500,emm
36,win,12.133911848068237,31700,emm
37,win,22.198670387268066,32600,emm
38,win,16.8283793926239,33600,emm
39,win,8.795082330703735,34400,emm
40,win,12.116903066635132,35400,emm
41,win,9.725130319595337,36300,emm
42,win,2.910902261734009,37300,emm
43,win,14.91002869606018,38300,emm
44,win,12.773669481277466,39200,emm
45,win,13.514830589294434,40100,emm
46,win,13.399359703063965,41000,emm
47,win,13.19304871559143,41900,emm
48,win,10.543910264968872,42900,emm
49,win,12.03059697151184,43800,emm
50,win,21.106385946273804,44700,emm
51,win,9.341066122055054,45700,emm
52,win,17.89411759376526,46600,emm
53,win,11.184941053390503,47700,emm
54,win,21.197430849075317,48800,emm
55,win,14.814604759216309,49700,emm
56,lose,8.079935550689697,50300,emm
